
Channel      Spectral axis      Intensity
5.46000E+02      1.392437744E+03   -9.49125E-03
5.47000E+02      1.392375244E+03   -1.30009E-02
5.48000E+02      1.392312744E+03   -7.04976E-03
5.49000E+02      1.392250244E+03    2.95724E-02
5.50000E+02      1.392187744E+03    1.20243E-02
5.51000E+02      1.392125244E+03    2.43843E-02
5.52000E+02      1.392062744E+03    1.12613E-02
5.53000E+02      1.392000244E+03    5.31023E-03
5.54000E+02      1.391937744E+03   -1.81890E-02
5.55000E+02      1.391875244E+03    3.02134E-03
5.56000E+02      1.391812622E+03    2.19428E-02
5.57000E+02      1.391750244E+03    1.21769E-02
5.58000E+02      1.391687744E+03    1.80060E-03
5.59000E+02      1.391625244E+03    2.25532E-02
5.60000E+02      1.391562744E+03    3.24717E-02
5.61000E+02      1.391500244E+03    2.98776E-02
5.62000E+02      1.391437744E+03    1.96539E-02
5.63000E+02      1.391375244E+03    2.37739E-02
5.64000E+02      1.391312744E+03    4.83413E-02
5.65000E+02      1.391250244E+03    3.93690E-03
5.66000E+02      1.391187744E+03    1.34283E-03
5.67000E+02      1.391125244E+03    2.46895E-02
5.68000E+02      1.391062744E+03    1.33976E-02
5.69000E+02      1.391000244E+03    1.34283E-03
5.70000E+02      1.390937744E+03    1.03458E-02
5.71000E+02      1.390875244E+03    1.66021E-02
5.72000E+02      1.390812744E+03    2.92673E-02
5.73000E+02      1.390750244E+03   -7.93470E-04
5.74000E+02      1.390687744E+03    1.00406E-02
5.75000E+02      1.390625244E+03    5.29191E-02
5.76000E+02      1.390562744E+03    2.22480E-02
5.77000E+02      1.390500244E+03   -2.16680E-03
5.78000E+02      1.390437744E+03    1.80060E-03
5.79000E+02      1.390375244E+03    5.76801E-03
5.80000E+02      1.390312744E+03   -5.67643E-03
5.81000E+02      1.390250244E+03   -3.54014E-03
5.82000E+02      1.390187744E+03   -3.10068E-02
5.83000E+02      1.390125244E+03   -2.31940E-03
5.84000E+02      1.390062744E+03    3.02134E-03
5.85000E+02      1.390000244E+03    1.78228E-02
5.86000E+02      1.389937744E+03    1.04984E-02
5.87000E+02      1.389875244E+03   -3.54014E-03
5.88000E+02      1.389812744E+03    5.61542E-03
5.89000E+02      1.389750244E+03   -3.69273E-03
5.90000E+02      1.389687744E+03    1.11087E-02
5.91000E+02      1.389625244E+03    3.32653E-03
5.92000E+02      1.389562744E+03    4.24208E-03
5.93000E+02      1.389500244E+03   -5.21865E-03
5.94000E+02      1.389437744E+03    1.67547E-02
5.95000E+02      1.389375244E+03    3.93690E-03
5.96000E+02      1.389312744E+03   -2.30720E-02
5.97000E+02      1.389250244E+03   -1.09866E-03
5.98000E+02      1.389187744E+03    2.20954E-02
5.99000E+02      1.389125244E+03    3.47912E-03
6.00000E+02      1.389062744E+03   -9.18606E-03
6.01000E+02      1.389000244E+03    2.60628E-02
6.02000E+02      1.388937744E+03    6.07319E-03
6.03000E+02      1.388875244E+03    2.25838E-03
6.04000E+02      1.388812744E+03    1.33976E-02
6.05000E+02      1.388750244E+03   -1.07120E-02
6.06000E+02      1.388687744E+03    2.34687E-02
6.07000E+02      1.388625244E+03   -3.54014E-03
6.08000E+02      1.388562744E+03   -9.94902E-03
6.09000E+02      1.388500244E+03   -1.26957E-02
6.10000E+02      1.388437744E+03   -9.49125E-03
6.11000E+02      1.388375244E+03    4.27270E-04
6.12000E+02      1.388312744E+03   -1.01016E-02
6.13000E+02      1.388250244E+03    5.00505E-03
6.14000E+02      1.388187744E+03    1.38554E-02
6.15000E+02      1.388125122E+03    1.03458E-02
6.16000E+02      1.388062744E+03    3.17394E-03
6.17000E+02      1.388000244E+03   -3.08236E-03
6.18000E+02      1.387937744E+03   -8.11791E-03
6.19000E+02      1.387875244E+03    1.69073E-02
6.20000E+02      1.387812744E+03   -1.46794E-02
6.21000E+02      1.387750244E+03   -1.10172E-02
6.22000E+02      1.387687744E+03    5.61542E-03
6.23000E+02      1.387625244E+03    1.32450E-02
6.24000E+02      1.387562744E+03    1.56865E-02
6.25000E+02      1.387500244E+03    5.15764E-03
6.26000E+02      1.387437744E+03    4.69986E-03
6.27000E+02      1.387375244E+03   -1.86162E-03
6.28000E+02      1.387312744E+03    4.27270E-04
6.29000E+02      1.387250244E+03   -4.04675E-02
6.30000E+02      1.387187744E+03    1.19023E-03
6.31000E+02      1.387125244E+03   -1.83100E-04
6.32000E+02      1.387062744E+03   -9.46063E-04
6.33000E+02      1.387000244E+03    8.81986E-03
6.34000E+02      1.386937744E+03    1.03458E-02
6.35000E+02      1.386875244E+03   -1.01016E-02
6.36000E+02      1.386812744E+03    1.29399E-02
6.37000E+02      1.386750244E+03    1.21769E-02
6.38000E+02      1.386687744E+03   -1.60527E-02
6.39000E+02      1.386625244E+03   -1.42216E-02
6.40000E+02      1.386562744E+03   -2.74972E-02
6.41000E+02      1.386500244E+03   -3.23495E-03
6.42000E+02      1.386437744E+03   -1.22379E-02
6.43000E+02      1.386375244E+03    1.62969E-02
6.44000E+02      1.386312744E+03   -1.78838E-02
6.45000E+02      1.386250244E+03    1.76702E-02
6.46000E+02      1.386187744E+03    3.17394E-03
6.47000E+02      1.386125244E+03    5.15764E-03
6.48000E+02      1.386062744E+03    1.87384E-02
6.49000E+02      1.386000244E+03    7.14134E-03
6.50000E+02      1.385937744E+03   -4.45569E-03
6.51000E+02      1.385875244E+03    1.75176E-02
6.52000E+02      1.385812744E+03   -1.25431E-02
6.53000E+02      1.385750244E+03   -8.27050E-03
6.54000E+02      1.385687744E+03   -1.59001E-02
6.55000E+02      1.385625244E+03   -4.91347E-03
6.56000E+02      1.385562744E+03    2.51473E-02
6.57000E+02      1.385500244E+03    2.22480E-02
6.58000E+02      1.385437744E+03   -1.23905E-02
6.59000E+02      1.385375244E+03    2.11799E-02
6.60000E+02      1.385312744E+03    3.82702E-02
6.61000E+02      1.385250244E+03    2.42317E-02
6.62000E+02      1.385187744E+03   -2.92977E-03
6.63000E+02      1.385125244E+03   -3.35692E-04
6.64000E+02      1.385062744E+03    1.46184E-02
6.65000E+02      1.385000244E+03    1.56865E-02
6.66000E+02      1.384937744E+03    2.36213E-02
6.67000E+02      1.384875244E+03   -5.21865E-03
6.68000E+02      1.384812744E+03    9.73542E-03
6.69000E+02      1.384750244E+03    2.30110E-02
6.70000E+02      1.384687744E+03    4.20850E-02
6.71000E+02      1.384625244E+03    3.93384E-02
6.72000E+02      1.384562744E+03    1.66021E-02
6.73000E+02      1.384500244E+03    1.50762E-02
6.74000E+02      1.384437744E+03    2.97250E-02
6.75000E+02      1.384375244E+03    1.76702E-02
6.76000E+02      1.384312744E+03    2.05695E-02
6.77000E+02      1.384250244E+03   -3.99791E-03
6.78000E+02      1.384187744E+03    2.71310E-02
6.79000E+02      1.384125244E+03    1.52287E-02
6.80000E+02      1.384062744E+03    7.75171E-03
6.81000E+02      1.384000122E+03    2.97250E-02
6.82000E+02      1.383937744E+03   -2.77717E-03
6.83000E+02      1.383875244E+03    2.91147E-02
6.84000E+02      1.383812744E+03    2.85043E-02
6.85000E+02      1.383750244E+03   -1.65105E-02
6.86000E+02      1.383687744E+03    2.01117E-02
6.87000E+02      1.383625244E+03    1.35502E-02
6.88000E+02      1.383562744E+03    3.21665E-02
6.89000E+02      1.383500244E+03    2.13325E-02
6.90000E+02      1.383437744E+03    1.40080E-02
6.91000E+02      1.383375244E+03    2.52999E-02
6.92000E+02      1.383312744E+03   -6.59199E-03
6.93000E+02      1.383250244E+03   -7.93470E-04
6.94000E+02      1.383187744E+03    3.30821E-02
6.95000E+02      1.383125244E+03    1.14139E-02
6.96000E+02      1.383062744E+03    3.56761E-02
6.97000E+02      1.383000244E+03   -3.38754E-03
6.98000E+02      1.382937744E+03    2.20954E-02
6.99000E+02      1.382875244E+03    6.83616E-03
7.00000E+02      1.382812744E+03    2.34687E-02
7.01000E+02      1.382750244E+03    2.20954E-02
7.02000E+02      1.382687744E+03    4.17798E-02
7.03000E+02      1.382625244E+03    5.31023E-03
7.04000E+02      1.382562744E+03   -4.88285E-04
7.05000E+02      1.382500244E+03    2.94199E-02
7.06000E+02      1.382437744E+03    2.16376E-02
7.07000E+02      1.382375244E+03    2.69784E-02
7.08000E+02      1.382312744E+03   -2.16680E-03
7.09000E+02      1.382250244E+03    1.78228E-02
7.10000E+02      1.382187744E+03    1.04984E-02
7.11000E+02      1.382125244E+03    2.94199E-02
7.12000E+02      1.382062744E+03   -1.86162E-03
7.13000E+02      1.382000244E+03   -1.97149E-02
7.14000E+02      1.381937744E+03    2.27058E-02
7.15000E+02      1.381875244E+03    1.87384E-02
7.16000E+02      1.381812744E+03    2.56050E-02
7.17000E+02      1.381750244E+03    3.32653E-03
7.18000E+02      1.381687744E+03   -8.27050E-03
7.19000E+02      1.381625244E+03   -2.38349E-02
7.20000E+02      1.381562744E+03   -2.39875E-02
7.21000E+02      1.381500244E+03    5.46282E-03
7.22000E+02      1.381437744E+03   -1.52898E-02
7.23000E+02      1.381375244E+03   -2.13935E-02
7.24000E+02      1.381312744E+03   -1.70903E-03
7.25000E+02      1.381250244E+03   -2.12409E-02
7.26000E+02      1.381187744E+03   -5.98162E-03
7.27000E+02      1.381125244E+03    1.27873E-02
7.28000E+02      1.381062744E+03    3.93690E-03
7.29000E+02      1.381000244E+03   -8.11791E-03
7.30000E+02      1.380937744E+03   -3.22275E-02
7.31000E+02      1.380875244E+03   -1.71209E-02
7.32000E+02      1.380812744E+03   -1.83100E-04
7.33000E+02      1.380750244E+03   -2.24616E-02
7.34000E+02      1.380687744E+03   -5.82902E-03
7.35000E+02      1.380625244E+03   -3.99791E-03
7.36000E+02      1.380562744E+03   -7.20236E-03
7.37000E+02      1.380500244E+03    8.97245E-03
7.38000E+02      1.380437744E+03    1.27873E-02
7.39000E+02      1.380375244E+03   -3.31431E-02
7.40000E+02      1.380312622E+03   -2.58186E-02
7.41000E+02      1.380250244E+03    1.66021E-02
7.42000E+02      1.380187744E+03   -3.35692E-04
7.43000E+02      1.380125244E+03   -2.20038E-02
7.44000E+02      1.380062744E+03   -1.46794E-02
7.45000E+02      1.380000244E+03    1.15665E-02
7.46000E+02      1.379937744E+03   -1.55949E-02
7.47000E+02      1.379875244E+03    1.29399E-02
7.48000E+02      1.379812744E+03   -9.18606E-03
7.49000E+02      1.379750244E+03   -3.84532E-03
7.50000E+02      1.379687744E+03    3.61339E-02
7.51000E+02      1.379625244E+03   -1.42216E-02
7.52000E+02      1.379562744E+03   -5.37125E-03
7.53000E+02      1.379500244E+03    1.41606E-02
7.54000E+02      1.379437744E+03   -5.52384E-03
7.55000E+02      1.379375244E+03    2.08747E-02
7.56000E+02      1.379312744E+03    2.39265E-02
7.57000E+02      1.379250244E+03    8.81986E-03
7.58000E+02      1.379187744E+03    1.49542E-03
7.59000E+02      1.379125244E+03    1.67547E-02
7.60000E+02      1.379062744E+03   -2.62458E-03
7.61000E+02      1.379000244E+03    2.25532E-02
7.62000E+02      1.378937744E+03    1.14139E-02
7.63000E+02      1.378875244E+03   -8.11791E-03
7.64000E+02      1.378812744E+03    3.84228E-02
7.65000E+02      1.378750244E+03    1.26347E-02
7.66000E+02      1.378687744E+03    4.39468E-03
7.67000E+02      1.378625244E+03   -8.88088E-03
7.68000E+02      1.378562744E+03   -2.82601E-02
7.69000E+02      1.378500244E+03   -1.84942E-02
7.70000E+02      1.378437744E+03    1.96539E-02
7.71000E+02      1.378375244E+03    2.20954E-02
7.72000E+02      1.378312744E+03    1.56865E-02
7.73000E+02      1.378250244E+03    1.22085E-04
7.74000E+02      1.378187744E+03   -1.04068E-02
7.75000E+02      1.378125244E+03   -5.37125E-03
7.76000E+02      1.378062744E+03    1.53813E-02
7.77000E+02      1.378000244E+03    1.73650E-02
7.78000E+02      1.377937744E+03    2.65206E-02
7.79000E+02      1.377875244E+03    5.31023E-03
7.80000E+02      1.377812744E+03   -1.49846E-02
7.81000E+02      1.377750244E+03    8.97245E-03
7.82000E+02      1.377687744E+03    2.94199E-02
7.83000E+02      1.377625244E+03    7.90431E-03
7.84000E+02      1.377562744E+03    8.05690E-03
7.85000E+02      1.377500244E+03    3.06406E-02
7.86000E+02      1.377437744E+03    1.70599E-02
7.87000E+02      1.377375244E+03    4.54421E-02
7.88000E+02      1.377312744E+03    1.03458E-02
7.89000E+02      1.377250244E+03   -2.62458E-03
7.90000E+02      1.377187744E+03    3.47606E-02
7.91000E+02      1.377125244E+03   -2.09357E-02
7.92000E+02      1.377062744E+03   -1.31535E-02
7.93000E+02      1.377000244E+03   -1.57475E-02
7.94000E+02      1.376937744E+03   -3.40586E-02
7.95000E+02      1.376875244E+03    1.22085E-04
7.96000E+02      1.376812744E+03    9.27764E-03
7.97000E+02      1.376750244E+03    8.97245E-03
7.98000E+02      1.376687744E+03    7.32455E-04
7.99000E+02      1.376625122E+03   -1.26957E-02
8.00000E+02      1.376562744E+03    1.06510E-02
8.01000E+02      1.376500244E+03   -2.70394E-02
8.02000E+02      1.376437744E+03   -5.98162E-03
8.03000E+02      1.376375244E+03    1.64495E-02
8.04000E+02      1.376312744E+03    1.17191E-02
8.05000E+02      1.376250244E+03    1.93487E-02
8.06000E+02      1.376187622E+03    4.65102E-02
8.07000E+02      1.376125244E+03    2.08747E-02
8.08000E+02      1.376062744E+03    6.22579E-03
8.09000E+02      1.376000244E+03    9.58282E-03
8.10000E+02      1.375937744E+03    5.61542E-03
8.11000E+02      1.375875244E+03   -1.09866E-03
8.12000E+02      1.375812744E+03    7.29393E-03
8.13000E+02      1.375750244E+03    3.17087E-02
8.14000E+02      1.375687744E+03    1.01932E-02
8.15000E+02      1.375625244E+03   -5.98162E-03
8.16000E+02      1.375562744E+03   -1.07120E-02
8.17000E+02      1.375500244E+03   -3.39061E-02
8.18000E+02      1.375437744E+03   -1.48320E-02
8.19000E+02      1.375375244E+03   -4.45569E-03
8.20000E+02      1.375312744E+03    1.49542E-03
8.21000E+02      1.375250244E+03   -2.64290E-02
8.22000E+02      1.375187744E+03   -1.46794E-02
8.23000E+02      1.375125244E+03   -2.35298E-02
8.24000E+02      1.375062744E+03   -2.90231E-02
8.25000E+02      1.375000244E+03   -2.12409E-02
8.26000E+02      1.374937744E+03   -2.45979E-02
8.27000E+02      1.374875244E+03    1.49542E-03
8.28000E+02      1.374812744E+03    3.47912E-03
8.29000E+02      1.374750244E+03   -4.04675E-02
8.30000E+02      1.374687744E+03    1.96539E-02
8.31000E+02      1.374625244E+03    1.82806E-02
8.32000E+02      1.374562744E+03   -2.01421E-03
8.33000E+02      1.374500244E+03   -1.94098E-02
8.34000E+02      1.374437744E+03   -1.01016E-02
8.35000E+02      1.374375244E+03   -3.20749E-02
8.36000E+02      1.374312744E+03   -3.54014E-03
8.37000E+02      1.374250244E+03    1.18717E-02
8.38000E+02      1.374187744E+03   -4.30310E-03
8.39000E+02      1.374125244E+03   -2.10883E-02
8.40000E+02      1.374062744E+03    6.22579E-03
8.41000E+02      1.374000244E+03   -2.59712E-02
8.42000E+02      1.373937744E+03   -1.97149E-02
8.43000E+02      1.373875244E+03    5.31023E-03
8.44000E+02      1.373812744E+03    8.51468E-03
8.45000E+02      1.373750244E+03   -2.88705E-02
8.46000E+02      1.373687744E+03   -3.37535E-02
8.47000E+02      1.373625244E+03    7.29393E-03
8.48000E+02      1.373562744E+03   -6.59199E-03
8.49000E+02      1.373500244E+03   -1.86468E-02
8.50000E+02      1.373437744E+03   -8.11791E-03
8.51000E+02      1.373375244E+03   -1.10172E-02
8.52000E+02      1.373312744E+03    1.35502E-02
8.53000E+02      1.373250244E+03   -3.69273E-03
8.54000E+02      1.373187744E+03   -2.18512E-02
8.55000E+02      1.373125244E+03   -3.46690E-02
8.56000E+02      1.373062744E+03   -7.66013E-03
8.57000E+02      1.373000244E+03    8.20949E-03
8.58000E+02      1.372937622E+03    3.36924E-02
8.59000E+02      1.372875244E+03   -2.24616E-02
8.60000E+02      1.372812744E+03    7.90431E-03
8.61000E+02      1.372750244E+03    1.85858E-02
8.62000E+02      1.372687744E+03   -2.77717E-03
8.63000E+02      1.372625244E+03   -4.38246E-02
8.64000E+02      1.372562744E+03    7.14134E-03
8.65000E+02      1.372500122E+03    1.22085E-04
8.66000E+02      1.372437744E+03    5.92060E-03
8.67000E+02      1.372375244E+03    1.82806E-02
8.68000E+02      1.372312744E+03    1.23295E-02
8.69000E+02      1.372250244E+03    2.56357E-03
8.70000E+02      1.372187744E+03    1.66021E-02
8.71000E+02      1.372125244E+03   -2.31940E-03
8.72000E+02      1.372062744E+03   -2.23090E-02
8.73000E+02      1.372000244E+03   -2.09357E-02
8.74000E+02      1.371937744E+03   -1.92572E-02
8.75000E+02      1.371875244E+03   -9.94902E-03
8.76000E+02      1.371812744E+03   -3.35692E-04
8.77000E+02      1.371750244E+03    1.03764E-03
8.78000E+02      1.371687744E+03    1.80060E-03
8.79000E+02      1.371625244E+03   -2.84127E-02
8.80000E+02      1.371562744E+03   -2.32246E-02
8.81000E+02      1.371500244E+03    2.49947E-02
8.82000E+02      1.371437744E+03    1.56865E-02
8.83000E+02      1.371375244E+03    4.39468E-03
8.84000E+02      1.371312744E+03    8.51468E-03
8.85000E+02      1.371250244E+03    1.29399E-02
8.86000E+02      1.371187744E+03    1.41606E-02
8.87000E+02      1.371125244E+03    2.71616E-03
8.88000E+02      1.371062744E+03    1.35502E-02
8.89000E+02      1.371000244E+03   -1.37638E-02
8.90000E+02      1.370937744E+03   -1.81890E-02
8.91000E+02      1.370875244E+03   -2.00201E-02
8.92000E+02      1.370812744E+03   -1.66631E-02
8.93000E+02      1.370750244E+03   -1.95624E-02
8.94000E+02      1.370687744E+03   -4.45569E-03
8.95000E+02      1.370625244E+03    1.03764E-03
8.96000E+02      1.370562744E+03   -1.83100E-04
8.97000E+02      1.370500244E+03   -5.06606E-03
8.98000E+02      1.370437744E+03   -1.30009E-02
8.99000E+02      1.370375244E+03    5.46282E-03
9.00000E+02      1.370312744E+03    1.04984E-02
9.01000E+02      1.370250244E+03   -2.31940E-03
9.02000E+02      1.370187744E+03   -9.79643E-03
9.03000E+02      1.370125244E+03   -3.86364E-02
9.04000E+02      1.370062744E+03   -5.98162E-03
9.05000E+02      1.370000244E+03    1.69073E-02
9.06000E+02      1.369937744E+03   -6.40878E-04
9.07000E+02      1.369875244E+03   -7.20236E-03
9.08000E+02      1.369812744E+03    3.55236E-02
9.09000E+02      1.369750244E+03   -1.28483E-02
9.10000E+02      1.369687744E+03    3.47912E-03
9.11000E+02      1.369625244E+03   -1.28483E-02
9.12000E+02      1.369562744E+03   -1.46794E-02
9.13000E+02      1.369500244E+03   -8.42310E-03
9.14000E+02      1.369437744E+03   -1.39164E-02
9.15000E+02      1.369375244E+03    3.17394E-03
9.16000E+02      1.369312744E+03    9.73542E-03
9.17000E+02      1.369250122E+03   -2.92977E-03
9.18000E+02      1.369187744E+03   -8.88088E-03
9.19000E+02      1.369125244E+03   -2.07831E-02
9.20000E+02      1.369062744E+03    1.64801E-03
9.21000E+02      1.369000244E+03    2.27058E-02
9.22000E+02      1.368937744E+03   -2.50557E-02
9.23000E+02      1.368875244E+03   -2.64290E-02
9.24000E+02      1.368812622E+03    1.17191E-02
9.25000E+02      1.368750244E+03   -9.46063E-04
9.26000E+02      1.368687744E+03    2.08747E-02
9.27000E+02      1.368625244E+03   -1.17801E-02
9.28000E+02      1.368562744E+03   -4.88285E-04
9.29000E+02      1.368500244E+03    3.29295E-02
9.30000E+02      1.368437744E+03    4.02539E-02
9.31000E+02      1.368375122E+03   -3.08236E-03
9.32000E+02      1.368312744E+03    1.15665E-02
9.33000E+02      1.368250244E+03    8.66727E-03
9.34000E+02      1.368187744E+03    2.91147E-02
9.35000E+02      1.368125244E+03   -3.13120E-02
9.36000E+02      1.368062744E+03   -3.28379E-02
9.37000E+02      1.368000244E+03    2.71616E-03
9.38000E+02      1.367937744E+03    1.15665E-02
9.39000E+02      1.367875244E+03   -2.92977E-03
9.40000E+02      1.367812744E+03   -1.54424E-02
9.41000E+02      1.367750244E+03   -6.89717E-03
9.42000E+02      1.367687744E+03   -5.67643E-03
9.43000E+02      1.367625244E+03    1.06510E-02
9.44000E+02      1.367562744E+03   -6.28680E-03
9.45000E+02      1.367500244E+03   -1.66631E-02
9.46000E+02      1.367437744E+03   -6.59199E-03
9.47000E+02      1.367375244E+03   -3.51268E-02
9.48000E+02      1.367312744E+03   -2.77717E-03
9.49000E+02      1.367250244E+03   -2.92977E-03
9.50000E+02      1.367187744E+03   -7.66013E-03
9.51000E+02      1.367125244E+03   -1.45268E-02
9.52000E+02      1.367062744E+03   -1.40690E-02
9.53000E+02      1.367000244E+03   -1.25125E-03
9.54000E+02      1.366937744E+03   -5.21865E-03
9.55000E+02      1.366875244E+03   -1.51372E-02
9.56000E+02      1.366812744E+03   -2.21564E-02
9.57000E+02      1.366750244E+03    9.58282E-03
9.58000E+02      1.366687744E+03    5.79863E-04
9.59000E+02      1.366625244E+03   -2.21564E-02
9.60000E+02      1.366562744E+03    3.35399E-02
9.61000E+02      1.366500244E+03    1.93487E-02
9.62000E+02      1.366437744E+03    1.59917E-02
9.63000E+02      1.366375244E+03    5.92060E-03
9.64000E+02      1.366312744E+03   -1.65105E-02
9.65000E+02      1.366250244E+03   -1.75787E-02
9.66000E+02      1.366187744E+03    4.13221E-02
9.67000E+02      1.366125244E+03    1.78228E-02
9.68000E+02      1.366062744E+03    7.44653E-03
9.69000E+02      1.366000244E+03   -2.76498E-02
9.70000E+02      1.365937744E+03   -5.48112E-02
9.71000E+02      1.365875244E+03    1.03764E-03
9.72000E+02      1.365812744E+03    3.06406E-02
9.73000E+02      1.365750244E+03    6.83616E-03
9.74000E+02      1.365687744E+03    2.74678E-04
9.75000E+02      1.365625244E+03    2.11799E-02
9.76000E+02      1.365562622E+03    4.04065E-02
9.77000E+02      1.365500244E+03    1.87384E-02
9.78000E+02      1.365437744E+03   -2.73446E-02
9.79000E+02      1.365375244E+03    5.46282E-03
9.80000E+02      1.365312744E+03    3.32653E-03
9.81000E+02      1.365250244E+03   -1.48320E-02
9.82000E+02      1.365187744E+03   -9.46063E-04
9.83000E+02      1.365125122E+03   -3.55846E-02
9.84000E+02      1.365062744E+03    2.24006E-02
9.85000E+02      1.365000244E+03    2.94199E-02
9.86000E+02      1.364937744E+03    6.22579E-03
9.87000E+02      1.364875244E+03   -2.10883E-02
9.88000E+02      1.364812744E+03    2.01117E-02
9.89000E+02      1.364750244E+03   -1.43742E-02
9.90000E+02      1.364687622E+03   -1.33061E-02
9.91000E+02      1.364625244E+03    8.05690E-03
9.92000E+02      1.364562744E+03   -4.91347E-03
9.93000E+02      1.364500244E+03   -1.89520E-02
9.94000E+02      1.364437744E+03   -1.48320E-02
9.95000E+02      1.364375244E+03   -3.66527E-02
9.96000E+02      1.364312744E+03   -1.70903E-03
9.97000E+02      1.364250244E+03   -7.81273E-03
9.98000E+02      1.364187744E+03    1.09562E-02
9.99000E+02      1.364125244E+03    1.78228E-02
1.00000E+03      1.364062744E+03    1.66021E-02
1.00100E+03      1.364000244E+03   -1.98675E-02
1.00200E+03      1.363937744E+03   -3.16172E-02
1.00300E+03      1.363875244E+03   -3.60423E-02
1.00400E+03      1.363812744E+03    9.88801E-03
1.00500E+03      1.363750244E+03   -1.65105E-02
1.00600E+03      1.363687744E+03    2.10579E-03
1.00700E+03      1.363625244E+03   -2.10883E-02
1.00800E+03      1.363562744E+03    1.95320E-03
1.00900E+03      1.363500244E+03    1.62969E-02
1.01000E+03      1.363437744E+03    2.56050E-02
1.01100E+03      1.363375244E+03   -9.18606E-03
1.01200E+03      1.363312744E+03    2.56357E-03
1.01300E+03      1.363250244E+03    8.85048E-04
1.01400E+03      1.363187744E+03    1.00406E-02
1.01500E+03      1.363125244E+03   -8.57569E-03
1.01600E+03      1.363062744E+03    3.38450E-02
1.01700E+03      1.363000244E+03   -2.82601E-02
1.01800E+03      1.362937744E+03    7.75171E-03
1.01900E+03      1.362875244E+03   -7.66013E-03
1.02000E+03      1.362812744E+03    3.84228E-02
1.02100E+03      1.362750244E+03    4.36110E-02
1.02200E+03      1.362687744E+03   -2.59712E-02
1.02300E+03      1.362625244E+03    1.34861E-01
